y,kappa_y,r_ab_y
-0.7799999999999998,-0.29006560241267226,0.7482144812933242
-0.77,-0.2881909944572545,0.7496184056050234
-0.7599999999999998,-0.28627049985036973,0.7510594270042122
-0.75,-0.28430338170927033,0.7525383037138352
-0.7399999999999998,-0.2822889132118559,0.7540557963771711
-0.73,-0.28022637909135223,0.7556126671836256
-0.7199999999999998,-0.2781150771884304,0.7572096789394658
-0.71,-0.2759543200597588,0.758847594082276
-0.6999999999999997,-0.2737434366416703,0.760527173638034
-0.69,-0.2714817739673214,0.7622491761198279
-0.6799999999999997,-0.269168698935372,0.7640143563673908
-0.6699999999999999,-0.26680360012787857,0.7658234643267825
-0.6600000000000001,-0.2643858896747162,0.7676772437697359
-0.6499999999999999,-0.26191500516147326,0.7695764309523802
-0.6400000000000001,-0.25939041157736675,0.7715217532132705
-0.6299999999999999,-0.2568116032993215,0.7735139275108955
-0.6200000000000001,-0.2541781061079495,0.7755536589010794
-0.6099999999999999,-0.25148947923073656,0.7776416389549835
-0.6000000000000001,-0.24874531740732925,0.7797785441186975
-0.5899999999999999,-0.24594525297137582,0.7819650340157317
-0.5800000000000001,-0.24308895794295962,0.7842017496940499
-0.5699999999999998,-0.24017614612522856,0.7864893118196444
-0.56,-0.23720657519841862,0.7888283188190137
-0.5499999999999998,-0.23418004880405108,0.7912193449733046
-0.54,-0.23109641861170235,0.7936629384672745
-0.5299999999999998,-0.22795558636035976,0.7961596193966565
-0.52,-0.22475750586603294,0.7987098777379379
-0.5099999999999998,-0.22150218498695623,0.8013141712850099
-0.5,-0.21818968753742835,0.803972923557596
-0.48999999999999977,-0.21482013514106651,0.8066865216868299
-0.48,-0.2113937090140379,0.8094553142838139
-0.46999999999999975,-0.20791065166864423,0.8122796092974561
-0.45999999999999996,-0.20437126852751275,0.8151596718683422
-0.44999999999999973,-0.20077592943855724,0.8180957221858592
-0.43999999999999995,-0.19712507008086058,0.8210879333562273
-0.4299999999999997,-0.19341919325165433,0.824136429289533
-0.41999999999999993,-0.1896588700246803,0.8272412826142632
-0.41000000000000014,-0.18584474077037302,0.8304025126282375
-0.3999999999999999,-0.18197751602854392,0.8336200832951853
-0.3900000000000001,-0.17805797722454458,0.8368939012965552
-0.3799999999999999,-0.1740869772202625,0.8402238141484243
-0.3700000000000001,-0.17006544069175553,0.843609608393627
-0.3599999999999999,-0.1659943643258428,0.8470510078794231
-0.3500000000000001,-0.16187481682857577,0.8505476721311634
-0.33999999999999986,-0.15770793873916572,0.8540991948325114
-0.33000000000000007,-0.15349494204369174,0.85770510242279
-0.31999999999999984,-0.1492371095837042,0.8613648528219972
-0.31000000000000005,-0.14493579425571598,0.8650778342939052
-0.2999999999999998,-0.14059241799848785,0.8688433644574864
